rfam_acc	pdb_id	chain	pdb_start	pdb_end	bit_score	evalue_score	cm_start	cm_end	hex_colour	is_significant
RF02543	5ib7	14	153	2903	1140.80	8e-291	1	3401	8e2511	0
RF00002	5ib7	14	13	166	54.20	3.8e-12	1	154	8e2511	0
RF00001	5ib7	16	5	121	100.70	4.1e-23	1	119	8e2511	1
RF00001	5ib7	1J	5	121	100.70	4.1e-23	1	119	8e2511	1
RF00177	5ib8	13	2	1520	1502.20	0	1	1533	8e2511	1
RF01959	5ib8	13	7	1518	1034.90	0	1	1477	8e2511	0
RF02542	5ib8	13	7	1515	678.90	2.3e-206	1	1312	8e2511	0
RF01960	5ib8	13	7	1515	628.10	2.9e-188	1	1851	8e2511	0
RF00177	5ib8	1G	2	1520	1502.20	0	1	1533	8e2511	1
RF01959	5ib8	1G	7	1518	1034.90	0	1	1477	8e2511	0
RF02542	5ib8	1G	7	1515	678.90	2.3e-206	1	1312	8e2511	0
RF01960	5ib8	1G	7	1515	628.10	2.9e-188	1	1851	8e2511	0
RF00005	5ib8	1K	1	73	78.50	6.2e-19	1	71	8e2511	1
RF00005	5ib8	2K	1	74	60.90	5.5e-14	1	71	8e2511	1
RF00005	5ib8	2L	1	74	60.90	5.5e-14	1	71	8e2511	1
RF00005	5ib8	3K	1	73	78.50	6.2e-19	1	71	8e2511	1
RF00005	5ib8	3L	1	73	78.50	6.2e-19	1	71	8e2511	1
RF02541	5ib8	1H	1	2914	2708.40	0	1	2925	8e2511	1
RF02540	5ib8	1H	1	2914	1931.00	0	1	2990	8e2511	0
RF02543	5ib8	1H	153	2903	1140.80	8e-291	1	3401	8e2511	0
RF00002	5ib8	1H	13	166	54.20	3.8e-12	1	154	8e2511	0
RF02541	5ib8	14	1	2914	2708.40	0	1	2925	8e2511	1
RF02540	5ib8	14	1	2914	1931.00	0	1	2990	8e2511	0
RF02543	5ib8	14	153	2903	1140.80	8e-291	1	3401	8e2511	0
RF00002	5ib8	14	13	166	54.20	3.8e-12	1	154	8e2511	0
RF00001	5ib8	16	5	121	100.70	4.1e-23	1	119	8e2511	1
RF00001	5ib8	1J	5	121	100.70	4.1e-23	1	119	8e2511	1
RF00005	5ib8	1L	1	73	78.50	6.2e-19	1	71	8e2511	1
RF00177	5ibb	13	2	1520	1502.20	0	1	1533	8e2511	1
RF01959	5ibb	13	7	1518	1034.90	0	1	1477	8e2511	0
RF02542	5ibb	13	7	1515	678.90	2.3e-206	1	1312	8e2511	0
RF01960	5ibb	13	7	1515	628.10	2.9e-188	1	1851	8e2511	0
RF00177	5ibb	1G	2	1520	1502.20	0	1	1533	8e2511	1
RF01959	5ibb	1G	7	1518	1034.90	0	1	1477	8e2511	0
RF02542	5ibb	1G	7	1515	678.90	2.3e-206	1	1312	8e2511	0
RF01960	5ibb	1G	7	1515	628.10	2.9e-188	1	1851	8e2511	0
RF00005	5ibb	1K	1	73	61.40	3.8e-14	1	71	8e2511	1
RF00005	5ibb	2K	1	74	60.90	5.5e-14	1	71	8e2511	1
RF00005	5ibb	2L	1	74	60.90	5.5e-14	1	71	8e2511	1
RF00005	5ibb	3K	1	73	62.50	1.9e-14	1	71	8e2511	1
RF00005	5ibb	3L	1	73	62.50	1.9e-14	1	71	8e2511	1
RF02541	5ibb	1H	1	2914	2708.40	0	1	2925	8e2511	1
RF02540	5ibb	1H	1	2914	1931.00	0	1	2990	8e2511	0
RF02543	5ibb	1H	153	2903	1140.80	8e-291	1	3401	8e2511	0
RF00002	5ibb	1H	13	166	54.20	3.8e-12	1	154	8e2511	0
RF02541	5ibb	14	1	2914	2708.40	0	1	2925	8e2511	1
RF02540	5ibb	14	1	2914	1931.00	0	1	2990	8e2511	0
RF02543	5ibb	14	153	2903	1140.80	8e-291	1	3401	8e2511	0
RF00002	5ibb	14	13	166	54.20	3.8e-12	1	154	8e2511	0
RF00001	5ibb	16	5	121	100.70	4.1e-23	1	119	8e2511	1
RF00001	5ibb	1J	5	121	100.70	4.1e-23	1	119	8e2511	1
RF00005	5ibb	1L	1	73	62.50	1.9e-14	1	71	8e2511	1
RF00100	5iem	A	1	57	47.30	2.3e-12	24	87	8e2511	1
RF00005	5imq	4	1	74	60.90	5.4e-14	1	71	8e2511	1
RF00005	5imq	5	1	73	67.00	1e-15	1	71	8e2511	1
RF00177	5imq	A	2	1520	1505.30	0	1	1533	8e2511	1
RF01959	5imq	A	7	1518	1034.90	0	1	1477	8e2511	0
RF02542	5imq	A	7	1515	678.90	2.3e-206	1	1312	8e2511	0
RF01960	5imq	A	7	1515	628.10	2.9e-188	1	1851	8e2511	0
RF02541	5imq	D	1	2891	2728.80	0	1	2925	8e2511	1
RF02540	5imq	D	1	2891	1923.10	0	1	2990	8e2511	0
RF02543	5imq	D	151	2880	1126.80	3.2e-287	1	3401	8e2511	0
RF00002	5imq	D	13	159	51.90	1.6e-11	1	154	8e2511	0
RF00001	5imq	E	5	121	100.70	4.2e-23	1	119	8e2511	1
RF00177	5imr	A	2	1520	1505.30	0	1	1533	8e2511	1
RF01959	5imr	A	7	1518	1034.90	0	1	1477	8e2511	0
RF02542	5imr	A	7	1515	678.90	2.3e-206	1	1312	8e2511	0
RF01960	5imr	A	7	1515	628.10	2.9e-188	1	1851	8e2511	0
RF02541	5imr	D	1	2891	2728.80	0	1	2925	8e2511	1
RF02540	5imr	D	1	2891	1923.10	0	1	2990	8e2511	0
RF02543	5imr	D	151	2880	1126.80	3.2e-287	1	3401	8e2511	0
RF00002	5imr	D	13	159	51.90	1.6e-11	1	154	8e2511	0
RF00001	5imr	E	5	121	100.70	4.2e-23	1	119	8e2511	1
RF00005	5imr	4	1	74	60.90	5.4e-14	1	71	8e2511	1
RF00005	5imr	5	1	73	67.00	1e-15	1	71	8e2511	1
RF02541	5iqr	1	1	2904	2887.40	0	1	2925	8e2511	1
RF02540	5iqr	1	1	2903	1841.30	0	1	2990	8e2511	0
RF02543	5iqr	1	160	2893	1259.10	0	1	3401	8e2511	0
RF00177	5iqr	2	1	1535	1555.00	0	1	1533	8e2511	1
RF01959	5iqr	2	5	1535	1008.90	9.9e-299	1	1477	8e2511	0
RF02542	5iqr	2	5	1535	725.60	9.6e-221	1	1312	8e2511	0
RF01960	5iqr	2	5	1534	680.90	2.5e-204	1	1851	8e2511	0
RF00001	5iqr	3	2	117	77.20	4.7e-17	1	119	8e2511	1
RF00005	5iqr	4	1	73	67.00	1e-15	1	71	8e2511	1
RF00005	5iqr	5	1	74	58.00	3.5e-13	1	71	8e2511	1
RF00005	5iqr	6	1	73	67.00	1e-15	1	71	8e2511	1
RF02543	5it7	5	2	3270	3335.30	0	1	3401	8e2511	1
RF02540	5it7	5	1	3078	1528.40	0	130	2990	8e2511	0
RF02541	5it7	5	1	3042	1256.40	0	158	2925	8e2511	0
RF00001	5it7	7	1	121	88.80	4.8e-20	1	119	8e2511	1
RF00002	5it7	8	2	155	163.00	2.1e-44	1	154	8e2511	1
RF01960	5it7	2	1	1798	1818.90	0	1	1851	8e2511	1
RF02542	5it7	2	1	1798	870.90	1.9e-265	1	1312	8e2511	0
RF01959	5it7	2	1	1800	637.50	1.3e-187	1	1477	8e2511	0
RF00177	5it7	2	1	1800	539.40	1.5e-171	1	1533	8e2511	0
RF00458	5it7	4	1	190	179.10	1.9e-39	3	192	8e2511	1
RF00177	5it8	AA	1	1536	1560.10	0	1	1533	8e2511	1
RF01959	5it8	AA	6	1536	1008.90	9.9e-299	1	1477	8e2511	0
RF02542	5it8	AA	6	1536	725.60	9.6e-221	1	1312	8e2511	0
RF01960	5it8	AA	6	1535	680.90	2.5e-204	1	1851	8e2511	0
RF00177	5it8	BA	1	1536	1560.10	0	1	1533	8e2511	1
RF01959	5it8	BA	6	1536	1008.90	9.9e-299	1	1477	8e2511	0
RF02542	5it8	BA	6	1536	725.60	9.6e-221	1	1312	8e2511	0
RF01960	5it8	BA	6	1535	680.90	2.5e-204	1	1851	8e2511	0
RF00001	5it8	CB	3	118	77.20	4.8e-17	1	119	8e2511	1
RF00001	5it8	DB	3	118	77.20	4.8e-17	1	119	8e2511	1
RF02541	5it8	CA	1	2904	2887.40	0	1	2925	8e2511	1
RF02540	5it8	CA	1	2903	1841.10	0	1	2990	8e2511	0
RF02543	5it8	CA	160	2893	1259.00	0	1	3401	8e2511	0
RF02541	5it8	DA	1	2904	2886.70	0	1	2925	8e2511	1
RF02540	5it8	DA	1	2903	1841.10	0	1	2990	8e2511	0
RF02543	5it8	DA	160	2893	1259.00	0	1	3401	8e2511	0
RF01960	5it9	2	1	1780	1813.80	0	1	1851	8e2511	1
RF02542	5it9	2	1	1780	873.70	2.6e-266	1	1312	8e2511	0
RF01959	5it9	2	1	1782	638.30	7.6e-188	1	1477	8e2511	0
RF00177	5it9	2	1	1782	540.20	8.7e-172	1	1533	8e2511	0
RF00458	5it9	i	1	191	176.20	8.9e-39	3	193	8e2511	1
RF00177	5iwa	A	1	1511	1483.40	0	1	1533	8e2511	1
RF01959	5iwa	A	8	1511	1016.40	5.6e-301	1	1477	8e2511	0
RF02542	5iwa	A	6	1511	670.60	8.5e-204	1	1312	8e2511	0
RF01960	5iwa	A	6	1511	618.40	2.6e-185	1	1851	8e2511	0
RF02001	5j01	A	83	255	132.70	9.8e-30	1	171	8e2511	1
RF01998	5j01	A	253	322	46.20	1.3e-07	1	84	8e2511	1
RF02001	5j02	A	83	255	132.70	9.8e-30	1	171	8e2511	1
RF01998	5j02	A	253	322	46.20	1.3e-07	1	84	8e2511	1
RF02541	5j30	RA	1	2912	2689.80	0	1	2925	8e2511	1
RF02540	5j30	RA	1	2912	1931.10	0	1	2990	8e2511	0
RF02543	5j30	RA	150	2901	1137.40	5.8e-290	1	3401	8e2511	0
RF00002	5j30	RA	12	158	51.90	1.7e-11	1	154	8e2511	0
RF02541	5j30	YA	1	2912	2689.80	0	1	2925	8e2511	1
RF02540	5j30	YA	1	2912	1931.10	0	1	2990	8e2511	0
RF02543	5j30	YA	150	2901	1137.40	5.8e-290	1	3401	8e2511	0
RF00002	5j30	YA	12	158	51.90	1.7e-11	1	154	8e2511	0
RF00001	5j30	RB	3	119	100.70	4.1e-23	1	119	8e2511	1
RF00001	5j30	YB	3	119	100.70	4.1e-23	1	119	8e2511	1
RF00177	5j30	QA	1	1519	1505.30	0	1	1533	8e2511	1
RF01959	5j30	QA	6	1517	1034.90	0	1	1477	8e2511	0
RF02542	5j30	QA	6	1514	678.90	2.3e-206	1	1312	8e2511	0
RF01960	5j30	QA	6	1514	628.10	2.9e-188	1	1851	8e2511	0
RF00177	5j30	XA	1	1519	1505.30	0	1	1533	8e2511	1
RF01959	5j30	XA	6	1517	1034.90	0	1	1477	8e2511	0
RF02542	5j30	XA	6	1514	678.90	2.3e-206	1	1312	8e2511	0
RF01960	5j30	XA	6	1514	628.10	2.9e-188	1	1851	8e2511	0
RF00005	5j30	QV	1	74	60.90	5.4e-14	1	71	8e2511	1
RF00005	5j30	XV	1	74	60.90	5.4e-14	1	71	8e2511	1
RF02541	5j3c	RA	1	2912	2689.80	0	1	2925	8e2511	1
RF02540	5j3c	RA	1	2912	1931.10	0	1	2990	8e2511	0
RF02543	5j3c	RA	150	2901	1137.40	5.8e-290	1	3401	8e2511	0
RF00002	5j3c	RA	12	158	51.90	1.7e-11	1	154	8e2511	0
RF02541	5j3c	YA	1	2912	2689.80	0	1	2925	8e2511	1
RF02540	5j3c	YA	1	2912	1931.10	0	1	2990	8e2511	0
RF02543	5j3c	YA	150	2901	1137.40	5.8e-290	1	3401	8e2511	0
RF00002	5j3c	YA	12	158	51.90	1.7e-11	1	154	8e2511	0
RF00001	5j3c	RB	3	119	100.70	4.1e-23	1	119	8e2511	1
RF00001	5j3c	YB	3	119	100.70	4.1e-23	1	119	8e2511	1
RF00177	5j3c	QA	1	1519	1505.30	0	1	1533	8e2511	1
RF01959	5j3c	QA	6	1517	1034.90	0	1	1477	8e2511	0
RF02542	5j3c	QA	6	1514	678.90	2.3e-206	1	1312	8e2511	0
RF01960	5j3c	QA	6	1514	628.10	2.9e-188	1	1851	8e2511	0
RF00177	5j3c	XA	1	1519	1505.30	0	1	1533	8e2511	1
RF01959	5j3c	XA	6	1517	1034.90	0	1	1477	8e2511	0
RF02542	5j3c	XA	6	1514	678.90	2.3e-206	1	1312	8e2511	0
RF01960	5j3c	XA	6	1514	628.10	2.9e-188	1	1851	8e2511	0
RF00005	5j3c	QV	1	74	60.90	5.4e-14	1	71	8e2511	1
RF00005	5j3c	XV	1	74	60.90	5.4e-14	1	71	8e2511	1
RF02541	5j4b	1A	1	2912	2689.80	0	1	2925	8e2511	1
RF02540	5j4b	1A	1	2912	1931.10	0	1	2990	8e2511	0
RF02543	5j4b	1A	150	2901	1137.40	5.8e-290	1	3401	8e2511	0
RF00002	5j4b	1A	12	158	51.90	1.7e-11	1	154	8e2511	0
RF02541	5j4b	2A	1	2912	2689.80	0	1	2925	8e2511	1
RF02540	5j4b	2A	1	2912	1931.10	0	1	2990	8e2511	0
RF02543	5j4b	2A	150	2901	1137.40	5.8e-290	1	3401	8e2511	0
RF00002	5j4b	2A	12	158	51.90	1.7e-11	1	154	8e2511	0
RF00001	5j4b	1B	3	119	100.70	4.1e-23	1	119	8e2511	1
RF00001	5j4b	2B	3	119	100.70	4.1e-23	1	119	8e2511	1
RF00177	5j4b	1a	1	1519	1505.30	0	1	1533	8e2511	1
RF01959	5j4b	1a	6	1517	1034.90	0	1	1477	8e2511	0
RF02542	5j4b	1a	6	1514	678.90	2.3e-206	1	1312	8e2511	0
RF01960	5j4b	1a	6	1514	628.10	2.9e-188	1	1851	8e2511	0
RF00177	5j4b	2a	1	1519	1505.30	0	1	1533	8e2511	1
RF01959	5j4b	2a	6	1517	1034.90	0	1	1477	8e2511	0
RF02542	5j4b	2a	6	1514	678.90	2.3e-206	1	1312	8e2511	0
RF01960	5j4b	2a	6	1514	628.10	2.9e-188	1	1851	8e2511	0
RF00005	5j4b	1w	1	73	67.00	1e-15	1	71	8e2511	1
RF00005	5j4b	1y	1	73	67.00	1e-15	1	71	8e2511	1
RF00005	5j4b	2w	1	73	67.00	1e-15	1	71	8e2511	1
RF00005	5j4b	2y	1	73	67.00	1e-15	1	71	8e2511	1
RF00005	5j4b	1x	1	74	60.90	5.4e-14	1	71	8e2511	1
RF00005	5j4b	2x	1	74	60.90	5.4e-14	1	71	8e2511	1
RF02541	5j4c	1A	1	2912	2689.80	0	1	2925	8e2511	1
RF02540	5j4c	1A	1	2912	1931.10	0	1	2990	8e2511	0
RF02543	5j4c	1A	150	2901	1137.40	5.8e-290	1	3401	8e2511	0
RF00002	5j4c	1A	12	158	51.90	1.7e-11	1	154	8e2511	0
RF02541	5j4c	2A	1	2912	2689.80	0	1	2925	8e2511	1
RF02540	5j4c	2A	1	2912	1931.10	0	1	2990	8e2511	0
RF02543	5j4c	2A	150	2901	1137.40	5.8e-290	1	3401	8e2511	0
RF00002	5j4c	2A	12	158	51.90	1.7e-11	1	154	8e2511	0
RF00001	5j4c	1B	3	119	100.70	4.1e-23	1	119	8e2511	1
RF00001	5j4c	2B	3	119	100.70	4.1e-23	1	119	8e2511	1
RF00177	5j4c	1a	1	1519	1505.30	0	1	1533	8e2511	1
RF01959	5j4c	1a	6	1517	1034.90	0	1	1477	8e2511	0
RF02542	5j4c	1a	6	1514	678.90	2.3e-206	1	1312	8e2511	0
RF01960	5j4c	1a	6	1514	628.10	2.9e-188	1	1851	8e2511	0
RF00177	5j4c	2a	1	1519	1505.30	0	1	1533	8e2511	1
RF01959	5j4c	2a	6	1517	1034.90	0	1	1477	8e2511	0
RF02542	5j4c	2a	6	1514	678.90	2.3e-206	1	1312	8e2511	0
RF01960	5j4c	2a	6	1514	628.10	2.9e-188	1	1851	8e2511	0
RF00005	5j4c	1w	1	73	67.00	1e-15	1	71	8e2511	1
RF00005	5j4c	1y	1	73	67.00	1e-15	1	71	8e2511	1
RF00005	5j4c	2w	1	73	67.00	1e-15	1	71	8e2511	1
RF00005	5j4c	2y	1	73	67.00	1e-15	1	71	8e2511	1
RF00005	5j4c	1x	1	74	60.90	5.4e-14	1	71	8e2511	1
RF00005	5j4c	2x	1	74	60.90	5.4e-14	1	71	8e2511	1
RF00177	5j4d	A	1	1509	1476.30	0	1	1533	8e2511	1
RF01959	5j4d	A	3	1509	1017.60	2.5e-301	1	1477	8e2511	0
RF02542	5j4d	A	4	1509	672.00	3.1e-204	1	1312	8e2511	0
RF01960	5j4d	A	3	1509	622.10	1.9e-186	1	1851	8e2511	0
RF00177	5j4d	FB	1	1509	1476.30	0	1	1533	8e2511	1
RF01959	5j4d	FB	3	1509	1017.60	2.5e-301	1	1477	8e2511	0
RF02542	5j4d	FB	4	1509	672.00	3.1e-204	1	1312	8e2511	0
RF01960	5j4d	FB	3	1509	622.10	1.9e-186	1	1851	8e2511	0
RF02541	5j4d	B	1	2882	2713.40	0	1	2925	8e2511	1
RF02540	5j4d	B	1	2882	1928.30	0	1	2990	8e2511	0
RF02543	5j4d	B	146	2876	1146.90	2.1e-292	1	3401	8e2511	0
RF00002	5j4d	B	8	162	52.80	9.2e-12	1	154	8e2511	0
RF02541	5j4d	GB	1	2882	2713.40	0	1	2925	8e2511	1
RF02540	5j4d	GB	1	2882	1928.30	0	1	2990	8e2511	0
RF02543	5j4d	GB	146	2876	1146.90	2.1e-292	1	3401	8e2511	0
RF00002	5j4d	GB	8	162	52.80	9.2e-12	1	154	8e2511	0
RF00001	5j4d	C	3	119	100.70	4.1e-23	1	119	8e2511	1
RF00001	5j4d	HB	3	119	100.70	4.1e-23	1	119	8e2511	1
RF00005	5j4d	D	1	74	60.90	5.4e-14	1	71	8e2511	1
RF00005	5j4d	IA	1	74	60.90	5.4e-14	1	71	8e2511	1
RF00005	5j4d	IB	1	74	60.90	5.4e-14	1	71	8e2511	1
RF00005	5j4d	NC	1	74	60.90	5.4e-14	1	71	8e2511	1
RF00177	5j5b	AA	1	1536	1560.10	0	1	1533	8e2511	1
RF01959	5j5b	AA	6	1536	1008.90	9.9e-299	1	1477	8e2511	0
RF02542	5j5b	AA	6	1536	725.60	9.6e-221	1	1312	8e2511	0
RF01960	5j5b	AA	6	1535	680.90	2.5e-204	1	1851	8e2511	0
RF00177	5j5b	BA	1	1536	1560.10	0	1	1533	8e2511	1
RF01959	5j5b	BA	6	1536	1008.90	9.9e-299	1	1477	8e2511	0
RF02542	5j5b	BA	6	1536	725.60	9.6e-221	1	1312	8e2511	0
RF01960	5j5b	BA	6	1535	680.90	2.5e-204	1	1851	8e2511	0
RF00001	5j5b	CB	3	118	77.20	4.8e-17	1	119	8e2511	1
RF00001	5j5b	DB	3	118	77.20	4.8e-17	1	119	8e2511	1
RF02541	5j5b	CA	1	2904	2887.40	0	1	2925	8e2511	1
RF02540	5j5b	CA	1	2903	1841.10	0	1	2990	8e2511	0
RF02543	5j5b	CA	160	2893	1259.00	0	1	3401	8e2511	0
RF02541	5j5b	DA	1	2904	2887.40	0	1	2925	8e2511	1
RF02540	5j5b	DA	1	2903	1841.10	0	1	2990	8e2511	0
RF02543	5j5b	DA	160	2893	1259.00	0	1	3401	8e2511	0
RF00177	5j7l	AA	1	1536	1554.50	0	1	1533	8e2511	1
RF01959	5j7l	AA	6	1536	1002.30	9.3e-297	1	1477	8e2511	0
RF02542	5j7l	AA	6	1536	718.10	2e-218	1	1312	8e2511	0
RF01960	5j7l	AA	6	1535	672.00	1.3e-201	1	1851	8e2511	0
RF00177	5j7l	BA	1	1536	1554.50	0	1	1533	8e2511	1
RF01959	5j7l	BA	6	1536	1002.30	9.3e-297	1	1477	8e2511	0
RF02542	5j7l	BA	6	1536	718.10	2e-218	1	1312	8e2511	0
RF01960	5j7l	BA	6	1535	672.00	1.3e-201	1	1851	8e2511	0
RF00001	5j7l	CB	3	118	77.20	4.8e-17	1	119	8e2511	1
RF00001	5j7l	DB	3	118	77.20	4.8e-17	1	119	8e2511	1
RF02541	5j7l	CA	1	2904	2887.40	0	1	2925	8e2511	1
RF02540	5j7l	CA	1	2903	1841.10	0	1	2990	8e2511	0
RF02543	5j7l	CA	160	2893	1259.00	0	1	3401	8e2511	0
RF02541	5j7l	DA	1	2904	2887.40	0	1	2925	8e2511	1
RF02540	5j7l	DA	1	2903	1841.10	0	1	2990	8e2511	0
RF02543	5j7l	DA	160	2893	1259.00	0	1	3401	8e2511	0
RF00177	5j88	AA	1	1536	1553.60	0	1	1533	8e2511	1
RF01959	5j88	AA	6	1536	1003.70	3.5e-297	1	1477	8e2511	0
RF02542	5j88	AA	6	1536	720.30	4.3e-219	1	1312	8e2511	0
RF01960	5j88	AA	6	1535	675.60	9.7e-203	1	1851	8e2511	0
RF00177	5j88	BA	1	1536	1553.60	0	1	1533	8e2511	1
RF01959	5j88	BA	6	1536	1003.70	3.5e-297	1	1477	8e2511	0
RF02542	5j88	BA	6	1536	720.30	4.3e-219	1	1312	8e2511	0
RF01960	5j88	BA	6	1535	675.60	9.7e-203	1	1851	8e2511	0
RF00001	5j88	CB	3	118	77.20	4.8e-17	1	119	8e2511	1
RF00001	5j88	DB	3	118	77.20	4.8e-17	1	119	8e2511	1
RF02541	5j88	CA	1	2904	2883.80	0	1	2925	8e2511	1
RF02540	5j88	CA	1	2903	1839.70	0	1	2990	8e2511	0
RF02543	5j88	CA	160	2893	1254.40	0	1	3401	8e2511	0
RF02541	5j88	DA	1	2904	2883.80	0	1	2925	8e2511	1
RF02540	5j88	DA	1	2903	1839.70	0	1	2990	8e2511	0
RF02543	5j88	DA	160	2893	1254.40	0	1	3401	8e2511	0
RF00177	5j8a	AA	1	1536	1554.50	0	1	1533	8e2511	1
RF01959	5j8a	AA	6	1536	1002.30	9.3e-297	1	1477	8e2511	0
RF02542	5j8a	AA	6	1536	718.10	2e-218	1	1312	8e2511	0
RF01960	5j8a	AA	6	1535	672.00	1.3e-201	1	1851	8e2511	0
RF00177	5j8a	BA	1	1536	1554.50	0	1	1533	8e2511	1
RF01959	5j8a	BA	6	1536	1002.30	9.3e-297	1	1477	8e2511	0
RF02542	5j8a	BA	6	1536	718.10	2e-218	1	1312	8e2511	0
RF01960	5j8a	BA	6	1535	672.00	1.3e-201	1	1851	8e2511	0
RF00001	5j8a	CB	3	118	77.20	4.8e-17	1	119	8e2511	1
RF00001	5j8a	DB	3	118	77.20	4.8e-17	1	119	8e2511	1
RF02541	5j8a	CA	1	2904	2883.80	0	1	2925	8e2511	1
RF02540	5j8a	CA	1	2903	1839.70	0	1	2990	8e2511	0
RF02543	5j8a	CA	160	2893	1254.40	0	1	3401	8e2511	0
RF02541	5j8a	DA	1	2904	2883.80	0	1	2925	8e2511	1
RF02540	5j8a	DA	1	2903	1839.70	0	1	2990	8e2511	0
RF02543	5j8a	DA	160	2893	1254.40	0	1	3401	8e2511	0
RF02541	5j8b	A	1	2912	2689.80	0	1	2925	8e2511	1
RF02540	5j8b	A	1	2912	1931.10	0	1	2990	8e2511	0
RF02543	5j8b	A	150	2901	1137.40	5.8e-290	1	3401	8e2511	0
RF00002	5j8b	A	12	158	51.90	1.7e-11	1	154	8e2511	0
RF00001	5j8b	B	3	119	100.70	4.1e-23	1	119	8e2511	1
RF00177	5j8b	a	1	1519	1505.30	0	1	1533	8e2511	1
RF01959	5j8b	a	6	1517	1034.90	0	1	1477	8e2511	0
RF02542	5j8b	a	6	1514	678.90	2.3e-206	1	1312	8e2511	0
RF01960	5j8b	a	6	1514	628.10	2.9e-188	1	1851	8e2511	0
RF00005	5j8b	w	1	73	67.00	1e-15	1	71	8e2511	1
RF00005	5j8b	x	1	74	60.90	5.4e-14	1	71	8e2511	1
RF00005	5j8b	y	1	73	67.00	1e-15	1	71	8e2511	1
RF00177	5j91	AA	1	1536	1560.10	0	1	1533	8e2511	1
RF01959	5j91	AA	6	1536	1008.90	9.9e-299	1	1477	8e2511	0
RF02542	5j91	AA	6	1536	725.60	9.6e-221	1	1312	8e2511	0
RF01960	5j91	AA	6	1535	680.90	2.5e-204	1	1851	8e2511	0
RF00177	5j91	BA	1	1536	1560.10	0	1	1533	8e2511	1
RF01959	5j91	BA	6	1536	1008.90	9.9e-299	1	1477	8e2511	0
RF02542	5j91	BA	6	1536	725.60	9.6e-221	1	1312	8e2511	0
RF01960	5j91	BA	6	1535	680.90	2.5e-204	1	1851	8e2511	0
RF00001	5j91	CB	3	118	77.20	4.8e-17	1	119	8e2511	1
RF00001	5j91	DB	3	118	77.20	4.8e-17	1	119	8e2511	1
RF02541	5j91	CA	1	2904	2883.80	0	1	2925	8e2511	1
RF02540	5j91	CA	1	2903	1839.70	0	1	2990	8e2511	0
RF02543	5j91	CA	160	2893	1254.40	0	1	3401	8e2511	0
RF02541	5j91	DA	1	2904	2883.80	0	1	2925	8e2511	1
RF02540	5j91	DA	1	2903	1839.70	0	1	2990	8e2511	0
RF02543	5j91	DA	160	2893	1254.40	0	1	3401	8e2511	0
RF01959	5jb3	2	13	1509	1502.20	0	1	1477	8e2511	1
RF00177	5jb3	2	8	1511	1115.80	0	1	1533	8e2511	0
RF01960	5jb3	2	13	1506	816.80	9.6e-246	1	1851	8e2511	0
RF02542	5jb3	2	13	1506	788.00	5.6e-240	1	1312	8e2511	0
RF00005	5jb3	4	1	73	58.50	2.4e-13	2	71	8e2511	1
RF01959	5jbh	2	13	1508	1501.60	0	1	1477	8e2511	1
RF00177	5jbh	2	8	1510	1117.40	0	1	1533	8e2511	0
RF01960	5jbh	2	13	1505	816.10	1.6e-245	1	1851	8e2511	0
RF02542	5jbh	2	13	1505	787.30	9.3e-240	1	1312	8e2511	0
RF00005	5jbh	4	1	73	58.50	2.4e-13	2	71	8e2511	1
RF00177	5jc9	AA	1	1536	1554.50	0	1	1533	8e2511	1
RF01959	5jc9	AA	6	1536	1002.30	9.3e-297	1	1477	8e2511	0
RF02542	5jc9	AA	6	1536	718.10	2e-218	1	1312	8e2511	0
RF01960	5jc9	AA	6	1535	672.00	1.3e-201	1	1851	8e2511	0
RF00177	5jc9	BA	1	1536	1554.50	0	1	1533	8e2511	1
RF01959	5jc9	BA	6	1536	1002.30	9.3e-297	1	1477	8e2511	0
RF02542	5jc9	BA	6	1536	718.10	2e-218	1	1312	8e2511	0
RF01960	5jc9	BA	6	1535	672.00	1.3e-201	1	1851	8e2511	0
RF00001	5jc9	CB	3	118	77.20	4.8e-17	1	119	8e2511	1
RF00001	5jc9	DB	3	118	77.20	4.8e-17	1	119	8e2511	1
RF02541	5jc9	CA	1	2904	2883.80	0	1	2925	8e2511	1
RF02540	5jc9	CA	1	2903	1839.70	0	1	2990	8e2511	0
RF02543	5jc9	CA	160	2893	1254.40	0	1	3401	8e2511	0
RF02541	5jc9	DA	1	2904	2883.80	0	1	2925	8e2511	1
RF02540	5jc9	DA	1	2903	1839.70	0	1	2990	8e2511	0
RF02543	5jc9	DA	160	2893	1254.40	0	1	3401	8e2511	0
RF02543	5jcs	x	4	3396	3377.70	0	1	3401	8e2511	1
RF02540	5jcs	x	1	3255	1497.80	0	130	2990	8e2511	0
RF02541	5jcs	x	1	3167	1242.60	0	156	2925	8e2511	0
RF00002	5jcs	y	2	155	170.70	1.4e-46	1	154	8e2511	1
RF00001	5jcs	z	1	121	88.80	4.8e-20	1	119	8e2511	1
RF01960	5jpq	2	1	1800	1814.00	0	1	1851	8e2511	1
RF02542	5jpq	2	1	1800	861.80	1.2e-262	1	1312	8e2511	0
RF01959	5jpq	2	1	1802	628.10	8.6e-185	1	1477	8e2511	0
RF00177	5jpq	2	1	1802	533.30	1.4e-169	1	1533	8e2511	0
RF01846	5jpq	3	1	270	171.60	1.6e-45	1	276	8e2511	1
RF00012	5jpq	3	2	270	69.00	1.5e-15	1	218	8e2511	0
RF01848	5jpq	3	2	271	66.70	1.6e-13	1	220	8e2511	0
